ORDER_ID,CUST_ID,ORDER_DATE,ORDER_TIME,FREIGHT_CHARGES,ORDER_SALESMAN,ORDER_POSTED_DATE,ORDER_SHIP_DATE
2055,"11416","2008-01-01 00:00:00.000","2008-01-01 15:47:56.370",3.88,"WE418 ","2008-02-02 00:00:00.000","10/02/08"
2056,"12626","2008-04-18 00:00:00.000","2008-04-18 01:02:36.564",27.99,"SC262 ","2008-05-09 00:00:00.000","19/05/08"
2057,"10602","2008-03-04 00:00:00.000","2008-03-04 02:25:36.564",18.24,"WE415 ","2008-03-20 00:00:00.000","30/03/08"
2058,"10982","2008-05-18 00:00:00.000","2008-05-18 23:58:44.886",28.55,"SW145 ","2008-06-28 00:00:00.000","10/07/08"
2059,"12462","2008-04-09 00:00:00.000","2008-04-09 19:27:56.370",33.99,"SE268 ","2008-12-05 00:00:00.000","16/12/08"
2060,"11485","2008-08-09 00:00:00.000","2008-08-09 02:48:36.250",6.87,"NW376 ","2008-09-16 00:00:00.000","20/09/08"
2061,"10862","2008-05-13 00:00:00.000","2008-05-13 16:58:44.886",14.61,"NW313 ","2008-05-28 00:00:00.000","30/05/08"
2062,"13125","2008-09-25 00:00:00.000","2008-09-25 16:43:54.564",16.25,"NE103 ","2008-10-20 00:00:00.000","27/10/08"
2065,"10054","2009-04-02 00:00:00.000","2009-04-02 23:32:45.116",2.87,"RP190 ","2009-05-21 00:00:00.000","15/06/09"
2066,"11604","2008-10-20 00:00:00.000","2008-10-20 20:07:39.380",10.15,"WE286 ","2008-11-20 00:00:00.000","30/11/08"
2067,"10721","2007-05-11 00:00:00.000","2007-05-11 05:11:26.258",16.85,"RP385 ","2007-06-25 00:00:00.000","20/06/07"
2068,"10118","2008-02-09 00:00:00.000","2008-02-09 18:50:44.886",43.89,"RP253 ","2008-02-28 00:00:00.000","10/03/08"
2069,"12164","2008-04-07 00:00:00.000","2008-04-07 08:47:52.556",13.77,"WE157 ","2008-04-22 00:00:00.000","25/04/08"
2070,"10619","2008-11-03 00:00:00.000","2008-11-03 19:43:54.804",7.45,"NC364 ","2008-12-04 00:00:00.000","12/12/08"
2071,"10343","2008-11-13 00:00:00.000","2008-11-13 21:59:36.250",5.66,"SC199 ","2008-12-19 00:00:00.000","27/12/08"
2072,"13030","2008-01-28 00:00:00.000","2008-01-28 13:13:54.564",31.88,"NE106 ","2008-02-26 00:00:00.000","07/03/08"
2073,"12132","2008-12-25 00:00:00.000","2008-12-25 06:12:46.134",8.99,"SW280 ","2009-02-23 00:00:00.000","03/03/09"
2074,"10052","2008-04-26 00:00:00.000","2008-04-26 02:22:36.564",9.51,"NE238 ","2008-05-05 00:00:00.000","19/05/08"
2075,"12152","2008-08-23 00:00:00.000","2008-08-23 22:47:24.586",8.99,"SC193 ","2008-09-10 00:00:00.000","20/08/08"
2076,"10021","2008-09-30 00:00:00.000","2008-09-30 18:57:28.586",8.99,"WE226 ","2008-10-10 00:00:00.000","20/09/08"
2077,"11648","2008-01-16 00:00:00.000","2008-01-16 08:13:54.564",8.99,"NC292 ","2008-02-10 00:00:00.000","27/02/08"
2078,"10397","2008-11-11 00:00:00.000","2008-11-11 21:47:56.370",8.99,"WE220 ","2008-12-16 00:00:00.000","25/12/08"
2079,"11051","2008-04-07 00:00:00.000","2008-04-07 08:47:52.556",8.99,"WE157 ","2008-04-22 00:00:00.000","25/04/08"
2080,"11270","2008-03-10 00:00:00.000","2008-03-10 06:22:36.564",8.99,"NC166 ","2008-03-20 00:00:00.000","30/03/08"
2081,"11552","2008-11-18 00:00:00.000","2008-11-18 21:33:44.806",8.99,"NE367 ","2008-12-10 00:00:00.000","20/12/08"
2082,"12804","2008-11-17 00:00:00.000","2008-11-17 17:43:54.564",8.99,"NW316 ","2008-11-30 00:00:00.000","12/12/08"
2083,"10227","2008-03-31 00:00:00.000","2008-03-31 18:57:39.380",8.99,"SW142 ","2008-04-20 00:00:00.000","30/04/08"
2084,"11551","2008-02-17 00:00:00.000","2008-02-17 05:25:36.564",8.99,"NE307 ","2008-03-10 00:00:00.000","20/04/08"
2085,"11078","2008-09-30 00:00:00.000","2008-09-30 18:57:28.586",8.99,"WE226 ","2008-10-10 00:00:00.000","20/09/08"
2086,"12647","2008-08-13 00:00:00.000","2008-08-13 20:33:26.257",8.99,"WE154 ","2007-09-08 00:00:00.000","20/09/07"
2087,"10892","2008-02-29 00:00:00.000","2008-02-29 22:39:06.250",8.99,"SE331 ","2008-03-17 00:00:00.000","27/03/08"
2088,"12960","2008-03-28 00:00:00.000","2008-03-28 23:58:44.886",29.79,"SC322 ","2008-04-20 00:00:00.000","10/05/08"
2089,"11191","2009-03-16 17:47:25.000","2009-03-16 17:47:25.375",29.79,"SC124 ","2009-03-16 17:47:25.000","05/08/09"
2090,"10849","2008-03-14 00:00:00.000","2008-03-14 02:22:36.564",29.79,"SW214 ","2008-03-29 00:00:00.000","09/04/08"
2091,"13132","2008-11-17 00:00:00.000","2008-11-17 17:43:54.564",29.79,"NW316 ","2008-11-30 00:00:00.000","12/12/08"
2092,"10883","2008-12-16 00:00:00.000","2008-12-16 07:32:59.456",29.79,"SW346 ","2009-01-01 00:00:00.000","05/01/09"
2094,"10857","2008-01-01 00:00:00.000","2008-01-01 15:47:56.370",29.79,"WE418 ","2008-02-02 00:00:00.000","10/02/08"
2095,"10566","2008-11-11 00:00:00.000","2008-11-11 01:34:16.564",29.79,"NW115 ","2008-12-08 00:00:00.000","19/12/08"
2096,"11898","2008-08-13 00:00:00.000","2008-08-13 20:33:26.257",29.79,"WE154 ","2007-09-08 00:00:00.000","20/09/07"
2097,"12521","2008-08-03 00:00:00.000","2008-08-03 17:27:54.986",29.79,"NE172 ","2008-09-02 00:00:00.000","10/08/08"
2098,"10114","2008-04-18 00:00:00.000","2008-04-18 01:02:36.564",29.79,"SC262 ","2008-05-09 00:00:00.000","19/05/08"
2099,"10416","2008-12-28 00:00:00.000","2008-12-28 04:44:52.556",29.79,"SE205 ","2009-01-19 00:00:00.000","25/01/09"
2100,"10399","2008-05-12 00:00:00.000","2008-05-12 20:07:36.370",29.79,"NC424 ","2008-06-20 00:00:00.000","01/07/08"
2101,"12614","2007-08-17 00:00:00.000","2007-08-17 06:19:46.245",17.20,"NW250 ","2007-11-21 00:00:00.000","03/12/07"
2102,"13428","2008-08-10 00:00:00.000","2008-08-10 22:07:24.486",17.20,"NW382 ","2008-09-08 00:00:00.000","10/08/08"
2103,"11689","2008-08-03 00:00:00.000","2008-08-03 17:27:54.986",17.20,"NE172 ","2008-09-02 00:00:00.000","10/08/08"
2105,"10949","2008-03-04 00:00:00.000","2008-03-04 02:25:36.564",17.20,"WE415 ","2008-03-20 00:00:00.000","30/03/08"
2106,"11255","2008-04-02 00:00:00.000","2008-04-02 16:33:44.886",17.20,"NW112 ","2008-04-28 00:00:00.000","30/05/08"
2107,"11559","2008-12-07 00:00:00.000","2008-12-07 08:43:52.556",17.20,"SW274 ","2009-01-22 00:00:00.000","25/01/09"
2108,"11101","2008-01-08 00:00:00.000","2008-01-08 03:13:54.564",17.20,"SW277 ","2008-02-20 00:00:00.000","27/03/08"
2109,"13326","2009-04-14 00:00:00.000","2009-04-14 07:32:45.116",17.20,"NE301 ","2009-07-23 00:00:00.000","12/08/09"
2111,"13410","2008-05-19 00:00:00.000","2008-05-19 20:47:39.380",17.20,"SC388 ","2008-06-02 00:00:00.000","15/06/08"
2112,"11071","2008-05-19 00:00:00.000","2008-05-19 20:47:39.380",17.20,"SC388 ","2008-06-02 00:00:00.000","15/06/08"
2113,"10142","2008-05-13 00:00:00.000","2008-05-13 16:58:44.886",17.20,"NW313 ","2008-05-28 00:00:00.000","30/05/08"
2114,"10692","2008-04-07 00:00:00.000","2008-04-07 08:47:52.556",1.49,"WE157 ","2008-04-22 00:00:00.000","25/04/08"
2115,"10330","2008-05-13 00:00:00.000","2008-05-13 16:58:44.886",1.49,"NW313 ","2008-05-28 00:00:00.000","30/05/08"
2116,"12480","2008-01-22 00:00:00.000","2008-01-22 22:39:06.250",1.49,"SE337 ","2008-03-10 00:00:00.000","27/03/08"
2117,"12318","2008-11-11 00:00:00.000","2008-11-11 18:24:36.250",1.49,"SC328 ","2008-12-13 00:00:00.000","20/12/08"
2118,"10103","2008-09-25 00:00:00.000","2008-09-25 16:43:54.564",1.49,"NE103 ","2008-10-20 00:00:00.000","27/10/08"
2119,"13275","2008-05-01 00:00:00.000","2008-05-01 16:58:44.886",1.49,"SW343 ","2008-05-20 00:00:00.000","30/05/08"
2120,"10249","2008-01-28 00:00:00.000","2008-01-28 13:13:54.564",1.49,"NE106 ","2008-02-26 00:00:00.000","07/03/08"
2122,"12399","2008-01-22 00:00:00.000","2008-01-22 22:39:06.250",1.49,"SE337 ","2008-03-10 00:00:00.000","27/03/08"
2123,"11681","2009-03-08 00:00:00.000","2009-03-08 20:32:45.246",1.49,"NE304 ","2009-06-08 00:00:00.000","15/07/09"
2124,"11365","2008-05-18 00:00:00.000","2008-05-18 23:58:44.886",1.49,"SW145 ","2008-06-28 00:00:00.000","10/07/08"
2125,"11873","2008-10-20 00:00:00.000","2008-10-20 20:07:39.380",1.49,"WE286 ","2008-11-20 00:00:00.000","30/11/08"
2126,"10755","2008-01-06 00:00:00.000","2008-01-06 18:23:54.564",1.49,"NW118 ","2008-01-26 00:00:00.000","07/02/08"
2127,"12481","2008-08-10 00:00:00.000","2008-08-10 22:07:24.486",9.51,"NW382 ","2008-09-08 00:00:00.000","10/08/08"
2129,"13248","2008-02-05 00:00:00.000","2008-02-05 09:25:36.564",9.51,"SE133 ","2008-02-20 00:00:00.000","07/03/08"
2130,"13368","2008-03-31 00:00:00.000","2008-03-31 18:57:39.380",9.51,"SW142 ","2008-04-20 00:00:00.000","30/04/08"
2131,"10013","2008-04-18 00:00:00.000","2008-04-18 01:02:36.564",9.51,"SC262 ","2008-05-09 00:00:00.000","19/05/08"
2132,"10933","2008-03-04 00:00:00.000","2008-03-04 02:25:36.564",9.51,"WE415 ","2008-03-20 00:00:00.000","30/03/08"
2133,"12157","2008-09-23 00:00:00.000","2008-09-23 16:43:54.564",9.51,"NW187 ","2008-10-10 00:00:00.000","22/10/08"
2134,"10422","2008-09-25 00:00:00.000","2008-09-25 16:43:54.564",9.51,"NE103 ","2008-10-20 00:00:00.000","27/10/08"
2135,"13251","2008-03-28 00:00:00.000","2008-03-28 02:22:36.564",9.51,"WE421 ","2008-04-03 00:00:00.000","19/04/08"
2136,"11754","2008-06-09 00:00:00.000","2008-06-09 18:50:44.886",9.51,"WE223 ","2008-06-28 00:00:00.000","10/07/08"
2138,"10549","2008-11-09 00:00:00.000","2008-11-09 17:33:26.257",9.51,"SE397 ","2008-12-08 00:00:00.000","20/12/08"
2139,"11954","2008-01-20 00:00:00.000","2008-01-20 20:43:54.564",9.51,"SW340 ","2008-02-10 00:00:00.000","27/02/08"
2140,"11423","2007-08-13 00:00:00.000","2007-08-13 11:29:06.250",16.27,"SE208 ","2007-12-21 00:00:00.000","03/01/08"
2142,"12394","2008-01-28 00:00:00.000","2008-01-28 13:13:54.564",16.27,"NE106 ","2008-02-26 00:00:00.000","07/03/08"
2143,"11368","2007-08-13 00:00:00.000","2007-08-13 11:29:06.250",16.27,"SE208 ","2007-12-21 00:00:00.000","03/01/08"
2144,"12776","2008-08-13 00:00:00.000","2008-08-13 20:33:26.257",16.27,"WE154 ","2007-09-08 00:00:00.000","20/09/07"
2145,"10316","2008-12-07 00:00:00.000","2008-12-07 08:43:52.556",16.27,"SW274 ","2009-01-22 00:00:00.000","25/01/09"
2146,"13147","2008-06-11 00:00:00.000","2008-06-11 15:36:44.886",16.27,"RP319 ","2008-07-10 00:00:00.000","20/07/08"
2147,"11854","2008-11-03 00:00:00.000","2008-11-03 19:43:54.804",16.27,"NC364 ","2008-12-04 00:00:00.000","12/12/08"
2148,"12759","2008-01-06 00:00:00.000","2008-01-06 18:23:54.564",16.27,"NW118 ","2008-01-26 00:00:00.000","07/02/08"
2149,"13232","2008-06-11 00:00:00.000","2008-06-11 15:36:44.886",16.27,"RP319 ","2008-07-10 00:00:00.000","20/07/08"
2150,"12712","2008-08-03 00:00:00.000","2008-08-03 17:27:54.986",16.27,"NE172 ","2008-09-02 00:00:00.000","10/08/08"
2151,"11105","2008-11-03 00:00:00.000","2008-11-03 19:43:54.804",16.27,"NC364 ","2008-12-04 00:00:00.000","12/12/08"
2152,"11226","2008-11-08 00:00:00.000","2008-11-08 21:33:44.806",16.27,"NW184 ","2008-12-10 00:00:00.000","20/12/08"
2153,"11886","2008-01-20 00:00:00.000","2008-01-20 20:43:54.564",8.99,"SW340 ","2008-02-10 00:00:00.000","27/02/08"
2154,"10677","2008-04-20 00:00:00.000","2008-04-20 22:38:44.886",8.99,"SE202 ","2008-04-28 00:00:00.000","30/05/08"
2155,"12876","2008-03-28 00:00:00.000","2008-03-28 23:58:44.886",8.99,"SC322 ","2008-04-20 00:00:00.000","10/05/08"
2156,"12706","2009-03-16 17:47:25.000","2009-03-16 17:47:25.375",8.99,"SW211 ","2009-03-16 17:47:25.000","05/08/09"
2157,"11245","2009-03-16 17:47:25.000","2009-03-16 17:47:25.375",8.99,"SC196 ","2009-03-16 17:47:25.000","05/08/09"
2158,"10507","2008-06-29 00:00:00.000","2008-06-29 16:50:44.886",8.99,"SC127 ","2008-07-20 00:00:00.000","30/07/08"
2159,"11761","2008-04-10 00:00:00.000","2008-04-10 18:36:44.886",8.99,"NW310 ","2008-04-29 00:00:00.000","10/05/08"
2160,"10189","2008-08-03 00:00:00.000","2008-08-03 17:27:54.986",8.99,"NE172 ","2008-09-02 00:00:00.000","10/08/08"
2161,"11437","2008-06-11 00:00:00.000","2008-06-11 15:36:44.886",8.99,"RP319 ","2008-07-10 00:00:00.000","20/07/08"
2162,"10095","2008-01-20 00:00:00.000","2008-01-20 20:43:54.564",8.99,"SW340 ","2008-02-10 00:00:00.000","27/02/08"
2163,"10743","2008-06-09 00:00:00.000","2008-06-09 18:50:44.886",8.99,"WE223 ","2008-06-28 00:00:00.000","10/07/08"
2164,"12149","2009-03-16 17:47:25.000","2009-03-16 17:47:25.375",8.99,"SW412 ","2009-03-16 17:47:25.000","05/08/09"
2165,"13016","2008-03-28 00:00:00.000","2008-03-28 02:22:36.564",8.99,"WE421 ","2008-04-03 00:00:00.000","19/04/08"
2166,"11563","2008-05-18 00:00:00.000","2008-05-18 23:58:44.886",18.99,"SW145 ","2008-06-28 00:00:00.000","10/07/08"
2167,"11251","2008-09-30 00:00:00.000","2008-09-30 18:57:28.586",18.99,"WE226 ","2008-10-10 00:00:00.000","20/09/08"
2168,"12846","2009-03-16 17:47:25.000","2009-03-16 17:47:25.375",18.99,"SC124 ","2009-03-16 17:47:25.000","05/08/09"
2169,"10777","2008-09-19 00:00:00.000","2008-09-19 19:57:35.556",18.99,"SE334 ","2008-09-30 00:00:00.000","10/09/08"
2170,"11295","2008-10-20 00:00:00.000","2008-10-20 20:07:39.380",18.99,"WE286 ","2008-11-20 00:00:00.000","30/11/08"
2171,"10171","2008-05-01 00:00:00.000","2008-05-01 16:58:44.886",18.99,"SW343 ","2008-05-20 00:00:00.000","30/05/08"
2172,"12123","2008-05-11 00:00:00.000","2008-05-11 21:27:55.556",18.99,"SW217 ","2008-05-30 00:00:00.000","10/06/08"
2173,"12686","2008-01-22 00:00:00.000","2008-01-22 22:39:06.250",18.99,"SE337 ","2008-03-10 00:00:00.000","27/03/08"
2174,"10353","2008-09-23 00:00:00.000","2008-09-23 16:43:54.564",18.99,"NW187 ","2008-10-10 00:00:00.000","22/10/08"
2175,"12619","2008-08-13 00:00:00.000","2008-08-13 20:33:26.257",18.99,"WE154 ","2007-09-08 00:00:00.000","20/09/07"
2176,"10822","2007-08-13 00:00:00.000","2007-08-13 11:29:06.250",18.99,"SE208 ","2007-12-21 00:00:00.000","03/01/08"
2177,"13081","2008-05-13 00:00:00.000","2008-05-13 16:58:44.886",18.99,"NW313 ","2008-05-28 00:00:00.000","30/05/08"
2178,"12229","2008-12-07 00:00:00.000","2008-12-07 08:43:52.556",18.99,"SW274 ","2009-01-22 00:00:00.000","25/01/09"
2179,"11815","2008-01-24 00:00:00.000","2008-01-24 23:13:54.564",14.61,"SE400 ","2008-02-26 00:00:00.000","07/03/08"
2180,"12183","2008-11-03 00:00:00.000","2008-11-03 19:43:54.804",14.61,"NC364 ","2008-12-04 00:00:00.000","12/12/08"
2181,"13312","2009-03-16 17:47:25.000","2009-03-16 17:47:25.375",14.61,"WE289 ","2009-03-16 17:47:25.000","05/08/09"
2182,"11237","2008-06-01 00:00:00.000","2008-06-01 16:58:44.886",14.61,"NC361 ","2008-07-20 00:00:00.000","30/07/08"
2183,"11542","2008-06-01 00:00:00.000","2008-06-01 16:58:44.886",14.61,"NC361 ","2008-07-20 00:00:00.000","30/07/08"
2184,"11736","2009-03-16 17:47:25.000","2009-03-16 17:47:25.375",14.61,"SC394 ","2009-03-16 17:47:25.000","05/08/09"
2185,"12826","2008-01-24 00:00:00.000","2008-01-24 23:13:54.564",14.61,"SE400 ","2008-02-26 00:00:00.000","07/03/08"
2186,"12239","2008-12-10 00:00:00.000","2008-12-10 01:32:59.456",14.61,"NC232 ","2009-01-22 00:00:00.000","25/01/09"
2187,"10330","2008-10-20 00:00:00.000","2008-10-20 20:07:39.380",14.61,"WE286 ","2008-11-20 00:00:00.000","30/11/08"
2188,"11794","2008-10-20 00:00:00.000","2008-10-20 20:07:39.380",14.61,"WE286 ","2008-11-20 00:00:00.000","30/11/08"
2189,"12666","2008-09-19 00:00:00.000","2008-09-19 19:57:35.556",14.61,"SE334 ","2008-09-30 00:00:00.000","10/09/08"
2190,"12965","2008-11-12 00:00:00.000","2008-12-12 03:19:56.145",14.61,"SE139 ","2009-01-23 00:00:00.000","03/02/09"
2191,"12238","2008-03-04 00:00:00.000","2008-03-04 02:25:36.564",14.61,"WE415 ","2008-03-20 00:00:00.000","30/03/08"
2192,"10932","2009-03-16 17:47:25.000","2009-03-16 17:47:25.375",38.99,"NE175 ","2009-03-16 17:47:25.000","05/08/09"
2193,"11438","2008-06-26 00:00:00.000","2008-06-26 15:29:06.250",38.99,"NC358 ","2008-07-13 00:00:00.000","23/07/08"
2194,"10720","2009-04-02 00:00:00.000","2009-04-02 23:32:45.116",38.99,"RP190 ","2009-05-21 00:00:00.000","15/06/09"
2195,"10880","2009-03-08 00:00:00.000","2009-03-08 20:32:45.246",38.99,"NE304 ","2009-06-08 00:00:00.000","15/07/09"
2196,"12655","2008-05-01 00:00:00.000","2008-05-01 16:58:44.886",38.99,"SW343 ","2008-05-20 00:00:00.000","30/05/08"
2197,"12281","2008-02-23 00:00:00.000","2008-02-23 20:47:44.986",38.99,"WE283 ","2008-03-02 00:00:00.000","10/03/08"
2198,"11380","2008-09-30 00:00:00.000","2008-09-30 18:57:28.586",38.99,"WE226 ","2008-10-10 00:00:00.000","20/09/08"
2199,"10656","2008-10-20 00:00:00.000","2008-10-20 20:07:39.380",38.99,"WE286 ","2008-11-20 00:00:00.000","30/11/08"
2200,"12721","2008-08-09 00:00:00.000","2008-08-09 02:48:36.250",38.99,"NW376 ","2008-09-16 00:00:00.000","20/09/08"
2201,"10771","2008-01-23 00:00:00.000","2008-01-23 18:23:54.564",38.99,"NC295 ","2008-02-16 00:00:00.000","27/02/08"
2202,"12176","2008-09-10 00:00:00.000","2008-09-10 20:27:55.556",38.99,"SE271 ","2008-09-30 00:00:00.000","10/09/08"
2204,"10768","2008-06-09 00:00:00.000","2008-06-09 18:50:44.886",38.99,"WE223 ","2008-06-28 00:00:00.000","10/07/08"
2205,"11395","2008-05-13 00:00:00.000","2008-05-13 16:58:44.886",50.00,"NW313 ","2008-05-28 00:00:00.000","30/05/08"
2206,"10016","2008-12-10 00:00:00.000","2008-12-10 01:32:59.456",50.00,"NC232 ","2009-01-22 00:00:00.000","25/01/09"
2207,"10405","2008-05-12 00:00:00.000","2008-05-12 20:07:36.370",50.00,"NC424 ","2008-06-20 00:00:00.000","01/07/08"
2208,"12371","2008-02-23 00:00:00.000","2008-02-23 20:47:44.986",50.00,"WE283 ","2008-03-02 00:00:00.000","10/03/08"
2209,"10057","2008-11-25 00:00:00.000","2008-11-25 16:23:44.806",50.00,"NW244 ","2008-12-07 00:00:00.000","15/12/08"
2210,"10822","2008-11-03 00:00:00.000","2008-11-03 19:43:54.804",50.00,"NC364 ","2008-12-04 00:00:00.000","12/12/08"
2211,"11496","2008-01-22 00:00:00.000","2008-01-22 22:39:06.250",50.00,"SE337 ","2008-03-10 00:00:00.000","27/03/08"
2212,"11616","2009-03-16 17:47:25.000","2009-03-16 17:47:25.375",50.00,"NE175 ","2009-03-16 17:47:25.000","05/08/09"
2213,"10913","2008-06-26 00:00:00.000","2008-06-26 15:29:06.250",50.00,"NC358 ","2008-07-13 00:00:00.000","23/07/08"
2214,"11584","2008-02-26 00:00:00.000","2008-02-26 10:25:36.564",50.00,"SC391 ","2008-03-20 00:00:00.000","07/04/08"
2215,"10950","2007-08-17 00:00:00.000","2007-08-17 06:19:46.245",50.00,"NW250 ","2007-11-21 00:00:00.000","03/12/07"
2216,"10656","2008-01-01 00:00:00.000","2008-01-01 15:47:56.370",50.00,"WE418 ","2008-02-02 00:00:00.000","10/02/08"
2217,"11415","2007-05-11 00:00:00.000","2007-05-11 05:11:26.258",50.00,"RP385 ","2007-06-25 00:00:00.000","20/06/07"
2218,"13195","2008-01-01 00:00:00.000","2008-01-01 15:47:56.370",50.00,"WE418 ","2008-02-02 00:00:00.000","10/02/08"
2219,"11751","2008-11-11 00:00:00.000","2008-11-11 18:24:36.250",9.00,"SC328 ","2008-12-13 00:00:00.000","20/12/08"
2220,"10721","2009-03-16 17:47:25.000","2009-03-16 17:47:25.375",9.00,"SW412 ","2009-03-16 17:47:25.000","05/08/09"
2221,"10694","2008-11-11 00:00:00.000","2008-11-11 18:24:36.250",9.00,"SC328 ","2008-12-13 00:00:00.000","20/12/08"
2222,"12091","2008-11-11 00:00:00.000","2008-11-11 18:24:36.250",9.00,"SC328 ","2008-12-13 00:00:00.000","20/12/08"
2223,"10463","2009-03-16 17:47:25.000","2009-03-16 17:47:25.375",9.00,"SC394 ","2009-03-16 17:47:25.000","05/08/09"
2224,"12694","2008-01-03 00:00:00.000","2008-01-03 15:47:56.370",9.00,"SC259 ","2008-02-10 00:00:00.000","20/02/08"
2225,"10612","2008-11-25 00:00:00.000","2008-11-25 16:23:44.806",9.00,"NW244 ","2008-12-07 00:00:00.000","15/12/08"
2226,"11016","2007-08-13 00:00:00.000","2007-08-13 11:29:06.250",9.00,"SE208 ","2007-12-21 00:00:00.000","03/01/08"
2227,"11046","2008-11-03 00:00:00.000","2008-11-03 19:43:54.804",9.00,"NC364 ","2008-12-04 00:00:00.000","12/12/08"
2228,"10890","2008-10-26 00:00:00.000","2008-10-26 20:07:39.380",9.00,"SC256 ","2008-11-10 00:00:00.000","14/11/08"
2231,"10075","2008-11-11 00:00:00.000","2008-11-11 21:47:56.370",9.00,"WE220 ","2008-12-16 00:00:00.000","25/12/08"
2232,"11639","2009-03-16 17:47:25.000","2009-03-16 17:47:25.375",30.00,"NE109 ","2009-03-16 17:47:25.000","05/08/09"
2233,"11287","2008-03-28 00:00:00.000","2008-03-28 23:58:44.886",30.00,"SC322 ","2008-04-20 00:00:00.000","10/05/08"
2234,"11041","2008-11-10 00:00:00.000","2008-11-10 17:43:54.804",30.00,"NE373 ","2008-11-30 00:00:00.000","12/12/08"
2236,"12261","2009-03-16 17:47:25.000","2009-03-16 17:47:25.375",30.00,"NE175 ","2009-03-16 17:47:25.000","05/08/09"
2237,"12850","2008-01-01 00:00:00.000","2008-01-01 15:47:56.370",30.00,"WE418 ","2008-02-02 00:00:00.000","10/02/08"
2238,"11635","2008-03-28 00:00:00.000","2008-03-28 02:22:36.564",30.00,"WE421 ","2008-04-03 00:00:00.000","19/04/08"
2239,"13249","2008-01-28 00:00:00.000","2008-01-28 13:13:54.564",30.00,"NE106 ","2008-02-26 00:00:00.000","07/03/08"
2240,"10273","2008-09-25 00:00:00.000","2008-09-25 16:43:54.564",30.00,"NE103 ","2008-10-20 00:00:00.000","27/10/08"
2241,"12158","2008-04-30 00:00:00.000","2008-04-30 01:02:36.564",30.00,"NE235 ","2008-05-19 00:00:00.000","29/05/08"
2242,"12316","2008-09-30 00:00:00.000","2008-09-30 18:57:28.586",30.00,"WE226 ","2008-10-10 00:00:00.000","20/09/08"
2243,"10751","2008-01-03 00:00:00.000","2008-01-03 15:47:56.370",30.00,"SC259 ","2008-02-10 00:00:00.000","20/02/08"
2244,"10073","2008-02-05 00:00:00.000","2008-02-05 09:25:36.564",30.00,"SE133 ","2008-02-20 00:00:00.000","07/03/08"
2245,"12767","2008-03-28 00:00:00.000","2008-03-28 23:58:44.886",22.50,"SC322 ","2008-04-20 00:00:00.000","10/05/08"
2248,"11709","2008-11-11 00:00:00.000","2008-11-11 21:47:56.370",22.50,"WE220 ","2008-12-16 00:00:00.000","25/12/08"
2249,"11747","2007-08-01 00:00:00.000","2007-08-01 15:29:06.250",22.50,"SW406 ","2007-10-15 00:00:00.000","03/11/07"
2250,"10116","2008-11-08 00:00:00.000","2008-11-08 21:33:44.806",22.50,"NW184 ","2008-12-10 00:00:00.000","20/12/08"
2251,"11487","2008-06-23 00:00:00.000","2008-06-23 15:29:06.250",22.50,"NC298 ","2008-07-15 00:00:00.000","27/07/08"
2252,"13175","2008-08-25 00:00:00.000","2008-08-25 16:39:06.250",22.50,"NC160 ","2008-09-19 00:00:00.000","27/09/08"
2253,"12890","2008-11-10 00:00:00.000","2008-11-10 17:43:54.804",22.50,"NE373 ","2008-11-30 00:00:00.000","12/12/08"
2254,"10595","2008-04-20 00:00:00.000","2008-04-20 22:38:44.886",22.50,"SE202 ","2008-04-28 00:00:00.000","30/05/08"
2255,"12757","2008-07-29 00:00:00.000","2008-07-29 20:59:06.250",22.50,"SC325 ","2008-06-16 00:00:00.000","27/06/08"
2256,"10762","2008-02-17 00:00:00.000","2008-02-17 05:25:36.564",22.50,"NE307 ","2008-03-10 00:00:00.000","20/04/08"
2257,"11998","2008-08-23 00:00:00.000","2008-08-23 22:47:24.586",22.50,"SC193 ","2008-09-10 00:00:00.000","20/08/08"
2258,"12606","2008-11-08 00:00:00.000","2008-11-08 21:33:44.806",7.12,"NW184 ","2008-12-10 00:00:00.000","20/12/08"
2259,"12058","2008-11-11 00:00:00.000","2008-11-11 18:24:36.250",7.12,"SC328 ","2008-12-13 00:00:00.000","20/12/08"
2260,"11724","2008-11-17 00:00:00.000","2008-11-17 17:43:54.564",7.12,"NW316 ","2008-11-30 00:00:00.000","12/12/08"
2261,"11902","2008-01-03 00:00:00.000","2008-01-03 15:47:56.370",7.12,"SC259 ","2008-02-10 00:00:00.000","20/02/08"
2262,"11956","2009-03-16 17:47:25.000","2009-03-16 17:47:25.375",7.12,"SC196 ","2009-03-16 17:47:25.000","05/08/09"
2263,"11851","2008-03-19 00:00:00.000","2008-03-19 02:22:36.564",7.12,"SW148 ","2008-04-03 00:00:00.000","19/04/08"
2264,"10098","2008-01-22 00:00:00.000","2008-01-22 22:39:06.250",7.12,"SE337 ","2008-03-10 00:00:00.000","27/03/08"
2265,"11660","2009-03-16 17:47:25.000","2009-03-16 17:47:25.375",7.12,"SC394 ","2009-03-16 17:47:25.000","05/08/09"
2266,"13020","2008-04-06 00:00:00.000","2008-04-06 13:07:36.370",7.12,"WE352 ","2008-04-20 00:00:00.000","01/04/08"
2268,"12061","2007-05-06 00:00:00.000","2007-05-06 09:11:26.258",7.12,"NC169 ","2007-06-10 00:00:00.000","20/06/07"
